"","t.j","sdbs","standard.std","p025","p975","efron.lb","efron.ub","is.significant","idx"
"38",0.0543480302075349,0.0393067979866049,0.0342543716263571,-0.0632485640517336,0.0659923850552644,-0.0226918781938021,0.131387938608872,FALSE,38
"39",-0.184660905688285,0.0903135617505035,0.0736604552074976,-0.140473215399877,0.131451181463477,-0.361672234034806,-0.00764957734176436,TRUE,39
"40",-0.0346729214493416,0.0286300773695285,0.0254710076382272,-0.048851494945045,0.0479646598491936,-0.0907868419682127,0.0214409990695294,FALSE,40
"41",0.0273345533900797,0.0427054489360686,0.036071125828539,-0.0706472155817043,0.0711114729623612,-0.0563665884682291,0.111035695248388,FALSE,41
"42",-0.0512160709598297,0.0486380610488158,0.0398990131420312,-0.0836056293033741,0.0715127888272463,-0.146544918893369,0.0441127769737097,FALSE,42
"43",0.0107709244355773,0.0410508240957359,0.0365221142065371,-0.0695005865844106,0.0726575792541319,-0.0696872123277539,0.0912290611989086,FALSE,43
"44",0.0821535247322287,0.0286179140778936,0.0255612153759926,-0.0471298245335201,0.0513833919385561,0.0260634438268955,0.138243605637562,TRUE,44
"45",-0.0305492582864954,0.0440140379905688,0.0382701021435637,-0.0834790448906145,0.0739187804290081,-0.116815187562188,0.055716670989197,FALSE,45
"46",-0.00689727904173984,0.0343882611877578,0.0294745093354898,-0.0578431821136616,0.058947003743719,-0.0742970324607017,0.060502474377222,FALSE,46
"47",0.0672622044049369,0.0386896605068847,0.033498970648063,-0.0626632578153768,0.06750795644633,-0.00856813676263878,0.143092545572513,FALSE,47
"48",-0.0983560970270336,0.0541935928898472,0.0457751609786141,-0.0874406649274179,0.0870055296516786,-0.20457358728396,0.00786139322989277,FALSE,48
"49",-0.0251701238340136,0.0263253992201957,0.0258743503342926,-0.0728377323739974,0.0383415059402995,-0.076766958184236,0.0264267105162088,FALSE,49
"50",-0.155602810129292,0.0420552718413339,0.036858914839704,-0.0706810420664419,0.0683425913903991,-0.238029628298348,-0.0731759919602359,TRUE,50
"51",0.00916700988700943,0.0265195707625987,0.0237985580236033,-0.0448452962787448,0.0492115317319334,-0.0428103936931455,0.0611444134671644,FALSE,51
"52",0.0314634142826723,0.0597181420845002,0.0527845105511156,-0.0938916471254091,0.117622308554254,-0.0855819934265938,0.148508821991938,FALSE,52
"53",0.014039796824361,0.0163278380381048,0.0172828924192203,-0.0166120949261903,0.0453002147730211,-0.0179621776757275,0.0460417713244496,FALSE,53
"54",-0.0224229328610436,0.0270996415133297,0.0234173267379125,-0.0472470010002081,0.0432474908856089,-0.0755372542211163,0.0306913884990292,FALSE,54
"55",-0.0406698410980155,0.0309075921711532,0.0280851612466783,-0.059841897303914,0.0406698410980155,-0.101247608602328,0.019907926406297,FALSE,55
"56",0.00303358997357874,0.0241773511492769,0.0213968002225133,-0.0416726649513927,0.0411538480580312,-0.0443531475205821,0.0504203274677396,FALSE,56
"57",0.012800103477311,0.0305561188080415,0.0258301437275857,-0.0518822510724136,0.0503537588963786,-0.0470887888937774,0.0726889958483993,FALSE,57
"58",0.134005554562499,0.0394395161662218,0.0340483140897107,-0.0634448339507995,0.0662290383421377,0.0567055233090187,0.211305585815978,TRUE,58
"59",0.0297941360793369,0.0214728103937371,0.0189684153474233,-0.035105440898816,0.0391383934164059,-0.0122917989392452,0.071880071097919,FALSE,59
"60",-0.103893872402271,0.0295845279735964,0.025143018401815,-0.0455181681322538,0.0524672119376445,-0.161878481730138,-0.0459092630744045,TRUE,60
"61",-0.0205537752071996,0.0256030913715852,0.0223547250169035,-0.0454839106465843,0.0391845483515544,-0.0707349121883947,0.0296273617739955,FALSE,61
"62",-0.111389673341392,0.0298409600537044,0.0257853616590452,-0.0524279710356123,0.0502928842615956,-0.169876880310751,-0.0529024663720326,TRUE,62
"63",0.105003313589649,0.029090877813209,0.0253398005590281,-0.0496984341190738,0.0501352796801638,0.0479862407971045,0.162020386382194,TRUE,63
"64",0.0254339588533921,0.0294492322389604,0.0250513898893218,-0.0470327291693891,0.0510321213564515,-0.0322854757073262,0.0831533934141103,FALSE,64
"65",0.0116169070203375,0.0368298804877362,0.0319572047185167,-0.0629820551264821,0.0648883254366854,-0.0605683322905399,0.083802146331215,FALSE,65
"66",-0.00461072380301392,0.0326393352367218,0.0271205677676259,-0.0555500748140243,0.0509970984327407,-0.0685826453463177,0.0593611977402899,FALSE,66
"67",-0.00166342881593725,0.0356836548888391,0.0295939278371769,-0.060494390776943,0.0606367546417332,-0.0716021072348185,0.0682752496029439,FALSE,67
"68",0.0533789741297226,0.0342847407748574,0.0301396886824224,-0.0533789741297226,0.0632849888349446,-0.0138178830082897,0.120575831267735,FALSE,68
"69",0.00306876868093372,0.0247003571203807,0.0206401079816412,-0.0403773571023131,0.0408402439544787,-0.04534304168029,0.0514805790421575,FALSE,69
"70",0.0509998867931681,0.0343126068898328,0.0300427296004729,-0.0568502309963241,0.0583712743731537,-0.0162515869265851,0.118251360512921,FALSE,70
"71",0.0168836303441387,0.0274881292216072,0.0241037905169688,-0.0467483173407797,0.0476983972242439,-0.0369921129325945,0.0707593736208719,FALSE,71
"72",-0.01084251871653,0.0230699472175645,0.0228347309635369,-0.0522809423080598,0.0463647218552243,-0.0560587843881965,0.0343737469551364,FALSE,72
"73",-0.0418614181400706,0.024263636495932,0.0207039610424954,-0.040346492992238,0.040662020944702,-0.0894172718060689,0.00569443552592762,FALSE,73
"74",-0.0968278187607832,0.0287831813289857,0.0241664308045172,-0.0446754053771805,0.0497994228718568,-0.153241817526081,-0.0404138199954855,TRUE,74
"75",-0.03889814905753,0.0476804908662654,0.0428835221812965,-0.0918271809925351,0.072112357003334,-0.132350193920601,0.0545538958055411,FALSE,75
"76",0.00248702718222643,0.0319005752861954,0.0282797709826014,-0.0554588490287527,0.0597388953029234,-0.0600369514648251,0.0650110058292779,FALSE,76
"77",0.00580119640264075,0.0354980650086454,0.030053399776005,-0.0588744441121592,0.063090504338632,-0.0637737325351657,0.0753761253404472,FALSE,77
"78",0.0998799163558162,0.0500797067425764,0.0421982050953896,-0.085419645005224,0.0782094926893883,0.0017254947840387,0.198034337927594,TRUE,78
